OBJECTID,TCE_NM_RIO,TCE_DS_CLASSE,SHAPE_Length
2322,Rio Sapucaí,6,0.0912542598468552
2323,sem nome,5,0.15786675415558
2324,Rio Piranji,4,0.110815246993178
2325,Rio Piranji,4,0.0949200117663896
2326,Rio Piranji,4,0.149074874037302
2327,Rio Jacaraí,4,0.00478576844040226
2328,Rio Gameleira,4,0.177405472329021
2329,Rio Jacaraí,4,0.0190038928371433
2330,Rio Gameleira,3,0.193728770822081
2331,Rio Jacaraí,4,0.0345808928264447
2332,Rio Jacaraí,4,0.105465769152461
2333,Rio Jacaraí,4,0.0562123028199689
2334,Rio Jacaraí,4,0.0747004420702294
2335,Rio Jacaraí,2,0.0949540538890612
2336,Rio Jacaraí,2,0.0176795257325454
2337,Rio Paranapanema,5,0.0380553284756295
2338,Rio Paranapanema,5,0.325494562194526
2339,Rio Paranapanema,5,0.0640746818160215
2340,Rio Paranapanema,5,0.0248633388493727
2341,Rio da Cachoeira,1,0.290896198812279
2342,sem nome,3,0.0262753045675937
2343,sem nome,3,0.137041247585742
2344,Rio Verde Grande,4,0.0504380305179306
2345,Rio Urucuia,4,0.0833386947664224
2346,Rio Preto,1,0.0536327700067157
2347,Rio Preto,1,0.00719582155573748
2348,Rio Verde Grande,4,0.17091836017204
2349,Rio Bezerra,6,0.36748900046161
2350,Rio Verde Grande,4,0.133401539095869
2351,Rio Verde Grande,4,0.0111106706197486
2352,Rio Bezerra,6,0.0891090466061401
2353,Rio Preto,1,0.16951194145557
2354,Rio Ribeira do Capiá,999,0.174855084596048
2355,Riacho,999,0.162163484389027
2356,Rio Traipu,999,0.0699286871798249
2357,Rio Dois Riachos,999,0.181454814410817
2358,Rio Ipanema,999,0.0539914094021009
2359,Rio Ribeira do Capiá,999,0.0417482355025306
2360,Riacho Pedra de Amolar,999,0.0466450710110228
2361,Baixa da Jurumeira,999,0.0883410859913826
2362,Rio Curituba,999,0.0499530597433013
2363,Riacho,999,0.0619210981039969
2364,Riacho,999,0.0371056667453361
2365,Rio Curituba,999,0.156673741821663
2366,Rio Ipanema,999,0.0449134764733694
2367,Ribeirão das Antas,6,0.12625042062772
2368,Rio Sapucaí,6,0.126636546027827
2369,Rio Aiuruoca,6,0.160489963085214
2370,Rio Pardo,5,0.0580126819943002
2371,Rio Sapucaí,6,0.0320439182718536
2372,Rio Pardo,5,0.0304783159147187
2373,Rio Sapucaí,6,0.0365693174887894
2374,Rio Capivari,5,0.0291952933848917
2375,Rio Capivari,5,0.0926297198404102
2376,Rio Moji-Guaçu,5,0.144255955133394
2377,Rio Jaguari-mirim,5,0.187508031916805
2378,Rio Jaguari-mirim,3,0.05618499750052
2379,Rio Paranapanema,5,0.190393950688865
2380,Rio da Cachoeira,1,0.062543753830968
2381,Rio Atibaia,1,0.121039002681828
2382,Rio Atibaia,1,0.0411456161718017
2383,Rio Paranapanema,5,0.0437785032434208
2384,Rio Atibaia,1,0.0144650382790049
2385,Rio Atibaia,1,0.0121253612905647
2386,Rio da Cachoeira,1,0.0198717328400955
2387,Rio Atibaia,1,0.0555028976911741
2388,Rio Paranapanema,5,0.114184080550113
2389,Rio Paranapanema,5,0.0591898836059074
2390,Rio Paranapanema,5,0.0334632267242878
2391,Rio Bezerra,6,0.0184758468060814
2392,Rio Verde Grande,4,0.116740036634202
2393,Rio Bezerra,6,0.0607055825693582
2394,Rio Preto,1,0.0738299985985865
2395,Rio Bezerra,6,0.0412148485153419
2396,sem nome,6,0.0441485016738598
2397,Rio Preto,1,0.0615222576006063
2398,Rio Verde Grande,4,0.0897134200686375
2399,sem nome,6,0.153924636757546
2400,Rio Bezerra,6,0.110035596129329
2401,Rio Bezerra,6,0.0840050868986119
2402,Rio Bezerra,6,0.0292766784010645
2403,Rio Traipu,999,0.0654642697444931
2404,Baixa da Jurumeira,999,0.273183163364263
2405,Rio Curituba,999,0.061112721225794
2406,Rio Ipanema,999,0.0271237779116627
2407,Rio Traipu,999,0.0503112568935669
2408,Rio Ribeira do Capiá,999,0.0826542493788047
2409,Rio Traipu,999,0.0715995468895991
2410,Rio Traipu,999,0.0481775182696135
2411,Rio Ipanema,999,0.0533842624994971
2412,Riacho do Minuim,999,0.0671044041007577
2413,Rio Ipanema,999,0.054505951002285
2414,Rio Traipu,999,0.0718372127189888
2415,Rio Traipu,999,0.00665572653980144
2416,Rio Moji-Guaçu,5,0.0112724302394762
2417,Rio Sapucaí,6,0.169583886402253
2418,Rio Jaguari-mirim,3,0.140232087760752
2419,Ribeirão das Antas,6,0.167701336737271
2420,Rio Jaguari-mirim,3,0.179447988996211
2421,Rio Sapucaí,6,0.034388125021537
2422,Rio Jaguari-mirim,3,0.0602631433078313
2423,Rio Moji-Guaçu,5,0.0514333018368714
2424,Rio Jaguari-mirim,3,0.130822112137884
2425,Rio Capivari,5,0.141014320394644
2426,Rio Aiuruoca,6,0.261082865632315
2427,Rio Paranapanema,5,0.0375325221758991
2428,Rio Paranapanema,5,0.0826612423665275
2429,Rio Itararé,5,0.307251669152495
2430,Rio Itararé,5,0.0990103511573145
2431,Rio Itararé,5,0.0244172470509816
2432,Rio Itararé,5,0.132038604825405
2433,Rio Itararé,5,0.103887613453483
2434,Rio Itararé,5,0.019179468771413
2435,Rio Itararé,5,0.0197433081184672
2436,Rio Itararé,5,0.0594784118105905
2437,Rio Itararé,5,0.082537849427594
2438,Rio Itararé,5,0.0811438847846349
2439,Rio Itararé,5,0.126605186778672
2440,Rio Verde Grande,4,0.14273951877741
2441,Rio Bezerra,6,0.0268811804836825
2442,Rio Preto,5,0.107665758904416
2443,Rio Preto,5,0.00973059401979431
2444,Ribeirão São Bernardo,5,0.246947601240186
2445,Rio Preto,5,0.0925723629786941
2446,Rio Verde Grande,4,0.198274628483811
2447,Rio Verde Grande,4,0.0819961910787011
2448,Rio Verde Grande,4,0.0414205023011315
2449,Rio Verde Grande,4,0.103233450501016
2450,Rio Verde Grande,4,0.0205143614035727
2451,Rio Verde Grande,2,0.0496539558154214
2452,Rio Verde Grande,2,0.0116121059848388
2453,Rio Traipu,999,0.0313874709022977
2454,Rio Traipu,999,0.0208460823496123
2455,Rio Traipu,999,0.0308758942401883
2456,Rio Traipu,999,0.00707225932800184
2457,Rio Traipu,999,0.0282468020747343
2458,Riacho do Minuim,999,0.223311151184777
2459,Rio Ipanema,999,0.226103064937615
2460,Rio Ipanema,999,0.00677475935971702
2461,Rio Traipu,999,0.130002380128039
2462,Rio do Cachorro,999,0.0506197290749477
2463,Rio do Cachorro,999,0.0469174266526592
2464,Rio do Cachorro,999,0.106439710108189
2465,Rio Sapucaí,6,0.0498678544044907
2466,Rio Jaguari-mirim,5,0.117297076312356
2467,Rio Moji-Guaçu,5,0.0583674118812813
2468,Ribeirão das Antas,6,0.0845789474671604
2469,Rio Sapucaí,6,0.0573901345470143
2470,sem nome,3,0.099213261497735
2471,Rio Jaguari-mirim,5,0.0541580654962653
2472,Rio Moji-Guaçu,5,0.0413998293935005
2473,Rio Jaguari-mirim,5,0.0257155859364178
2474,Rio Jaguari-mirim,5,0.0386422775045677
2475,Rio Jaguari-mirim,5,0.0379340332340399
2476,Rio Jaguari-mirim,1,0.203835820459569
2477,sem nome,5,0.166511700961846
2478,Rio Itararé,5,0.0335240381082668
2479,Rio Itararé,5,0.170193968663864
2480,Rio Piranji,4,0.0828516352386462
2481,Rio Piranji,4,0.0951333445510229
2482,Rio Piranji,4,0.0136445562934151
2483,Rio Piranji,4,0.144969289883962
2484,Rio Piranji,4,0.00495029233074039
2485,Rio Piranji,4,0.102984096334567
2486,Rio Piranji,4,0.0293361472870361
2487,Rio Piranji,4,0.0210475216688819
2488,Rio Piranji,2,0.192143915982529
2489,Rio Piranji,4,0.0463096730022653
2490,Rio Verde Grande,2,0.0430300310331958
2491,Rio Verde Grande,2,0.0349717870952754
2492,Rio Verde Grande,2,0.110944983137418
2493,Rio Verde Grande,2,0.00389776437142271
2494,Rio Verde Grande,2,0.0230863500468075
2495,Rio Verde Grande,2,0.0827303629000032
2496,Rio Verde Grande,2,0.0663135505660615
2497,Rio Verde Grande,2,0.0490736376881085
2498,Rio Verde Grande,2,0.015155149496959
