X,Y,OBJECTID,cd,cdestacao,sguf,entidade,corpodagua,ambiente,latitude,longitude,nuecoli,med_2001,med_2003,med_2004,med_2005,med_2006,med_2007,med_2008,med_2009,med_2010,med_2011,med_2012,med_2013,med_2014,med_2015,med_2016,med_2017,med_2018,med_2019,med_2020,min_2001,min_2003,min_2004,min_2005,min_2006,min_2007,min_2008,min_2009,min_2010,min_2011,min_2012,min_2013,min_2014,min_2015,min_2016,min_2017,min_2018,min_2019,min_2020,max_2001,max_2003,max_2004,max_2005,max_2006,max_2007,max_2008,max_2009,max_2010,max_2011,max_2012,max_2013,max_2014,max_2015,max_2016,max_2017,max_2018,max_2019,max_2020
-72.7187309999999,-7.60107699999998,1,1,12430000,AC,Sema,Rio Moa,1,-7.601077,-72.718731,2,,,,,,,,,,,,,,,,,,,10.1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,19.2
-72.6606649999999,-7.63453799999996,2,2,12500004,AC,Sema,Rio Juruá,1,-7.634538,-72.660665,2,,,,,,,,,,,,,,,,,,,27.05,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,53.1
-70.7456666699999,-8.15191666699997,3,3,12600002,AC,Sema,Rio Tarauacá,1,-8.15191667,-70.74566667,2,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,22.2
-70.3895833299999,-8.16683333299994,4,4,12660000,AC,Sema,Rio Envira,1,-8.16683333,-70.38958333,2,,,,,,,,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,32.4
-42.680556,-14.284444,5,38,CNDCER002,BA,INEMA,Açude Ceraíma,2,-14.284444,-42.680556,5,,,,,,,,,,,,,,,,,,,123.2,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,490
-43.188667,-12.6882219999999,6,41,CNDRSF300,BA,INGÁ,Rio São Francisco,1,-12.688222,-43.188667,6,,,,,,,,,,,,,,,,,,,977.16666667,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,4500
-42.225,-14.506111,7,43,CONANT100,BA,INEMA,do Antônio,1,-14.506111,-42.225,5,,,,,,,,,,,,,,,,,,,13500,,,,,,,,,,,,,,,,,,,3500,,,,,,,,,,,,,,,,,,,16000
-41.2549999999999,-14.7309999999999,8,45,CONBAG001,BA,INEMA,Barragem Anagé,2,-14.731,-41.255,6,,,,,,,,,,,,,,,,,,,559.66666667,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1300
-41.22361,-14.689,9,46,CONBAG002,BA,INEMA,Barragem Anagé,2,-14.689,-41.22361,6,,,,,,,,,,,,,,,,,,,317.66666667,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1700
-41.18722,-14.633,10,47,CONBAG003,BA,INEMA,Barragem Anagé,2,-14.633,-41.18722,6,,,,,,,,,,,,,,,,,,,3227.66666667,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,16000
-41.823,-13.595583,11,49,CONBRU150,BA,INGÁ,Rio Brumado,1,-13.595583,-41.823,6,,,,,,,,,,,,,,,,,,,2450,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,9200
-41.4037499999999,-14.9809999999999,12,51,CONBTR001,BA,INEMA,Barragem Tremendal,2,-14.981,-41.40375,6,,,,,,,,,,,,,,,,,,,3194,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,16000
-42.267889,-13.8284169999999,13,53,CONCAE004,BA,INEMA,Barragem Wilson Gouvêa,2,-13.828417,-42.267889,4,,,,,,,,,,,,,,,,,,,186.5,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,490
-41.6097779999999,-13.3609999999999,14,57,CONCON200,BA,INGÁ,Rio de Contas,1,-13.361,-41.609778,6,,,,,,,,,,,,,,,,,,,201.33333333,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,790
-41.443,-14.0145279999999,15,59,CONCON360,BA,INGÁ,Rio de Contas,1,-14.014528,-41.443,6,,,,,,,,,,,,,,,,,,,2033.33333333,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,9200
-41.215111,-14.157417,16,60,CONCON400,BA,INGÁ,Rio de Contas,1,-14.157417,-41.215111,6,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,330
-40.2156669999999,-13.8711699999999,17,61,CONCON500,BA,INGÁ,Rio de Contas,1,-13.87117,-40.215667,6,,,,,,,,,,,,,,,,,,,1470,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,5400
-40.0811669999999,-13.864972,18,62,CONCON550,BA,INGÁ,Rio de Contas,1,-13.864972,-40.081167,6,,,,,,,,,,,,,,,,,,,3233,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,9200
-39.6991599999999,-14.153,19,64,CONCON630,BA,INEMA,de Contas,1,-14.153,-39.69916,6,,,,,,,,,,,,,,,,,,,6888.33333333,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,16000
-39.5407499999999,-14.2079719999999,20,65,CONCON700,BA,INGÁ,Rio de Contas,1,-14.207972,-39.54075,6,,,,,,,,,,,,,,,,,,,509.66666667,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,1300
-39.2941109999999,-14.3134439999999,21,66,CONCON800,BA,INGÁ,Rio de Contas,1,-14.313444,-39.294111,5,,,,,,,,,,,,,,,,,,,12520,,,,,,,,,,,,,,,,,,,5400,,,,,,,,,,,,,,,,,,,16000
-39.04889,-14.2909999999999,22,67,CONCON900,BA,INEMA,de Contas,1,-14.291,-39.04889,6,,,,,,,,,,,,,,,,,,,356.33333333,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,1100
-42.2746109999999,-14.546278,23,68,CONCOX001,BA,INEMA,Açude de Comocoxico,2,-14.546278,-42.274611,5,,,,,,,,,,,,,,,,,,,3417.6,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,16000
-39.642778,-14.064722,24,69,CONFOR400,BA,INEMA,Formigas,1,-14.064722,-39.642778,3,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,,,,16000
-41.7800829999999,-14.884472,25,71,CONGAV200,BA,INEMA,Gavião,1,-14.884472,-41.780083,3,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,330
-41.1374999999999,-14.609833,26,72,CONGAV500,BA,INGÁ,Rio Gavião,1,-14.609833,-41.1375,6,,,,,,,,,,,,,,,,,,,6763.33333333,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,16000
-39.904167,-14.436389,27,73,CONGGJ200,BA,INEMA,Gongoji,1,-14.436389,-39.904167,6,,,,,,,,,,,,,,,,,,,3272.5,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,16000
-39.46399,-14.3258499999999,28,74,CONGGJ400,BA,INGÁ,Rio Gongoji,1,-14.32585,-39.46399,6,,,,,,,,,,,,,,,,,,,1776.66666667,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,3500
-41.8502779999999,-13.096667,29,75,CONGRT900,BA,INEMA,Gritador,1,-13.096667,-41.850278,6,,,,,,,,,,,,,,,,,,,18.33333333,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,20
-40.077389,-13.86452,30,76,CONJQZ100,BA,INGÁ,Rio Jequiezinho,1,-13.86452,-40.077389,6,,,,,,,,,,,,,,,,,,,11921.66666667,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,16000
-42.1619439999999,-13.8392219999999,31,78,CONLNS007,BA,INEMA,Tanque do governo,2,-13.839222,-42.161944,3,,,,,,,,,,,,,,,,,,5413.33333333,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,16000,
-42.238333,-14.0238889999999,32,80,CONLRE011,BA,INEMA,Barragem de São Pedro,2,-14.023889,-42.238333,5,,,,,,,,,,,,,,,,,,,1147.6,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,5400
-42.16477,-13.84561,33,86,CONLST100,BA,INGÁ,Lagoa de São Timóteo,2,-13.84561,-42.16477,4,,,,,,,,,,,,,,,,,,,8040.75,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,16000
-40.267779,-14.440668,34,87,CONMUL800,BA,INEMA,Mulheres,1,-14.440668,-40.267779,4,,,,,,,,,,,,,,,,,,,98.75,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,180
-39.3455559999999,-14.150278,35,88,CONORI700,BA,INEMA,Oricó Grande,1,-14.150278,-39.345556,6,,,,,,,,,,,,,,,,,,,733.33333333,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,2100
-41.2895559999999,-14.02825,36,89,CONORV100,BA,INGÁ,Rio do Ourives,1,-14.02825,-41.289556,5,,,,,,,,,,,,,,,,,,,1943.6,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,9200
-39.843583,-14.2873329999999,37,92,CONPEX400,BA,INGÁ,Rio do Peixe,1,-14.287333,-39.843583,2,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,,,,16000
-39.66586,-14.18447,38,93,CONPEX900,BA,INGÁ,Rio do Peixe,1,-14.18447,-39.66586,6,,,,,,,,,,,,,,,,,,,748.33333333,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,1700
-39.0038999999999,-14.2236,39,94,CONPIR600,BA,INEMA,Piracanga,1,-14.2236,-39.0039,6,,,,,,,,,,,,,,,,,,,439.66666667,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,1300
-40.0930559999999,-14.769167,40,95,CONPOM900,BA,INEMA,Pombas,1,-14.769167,-40.093056,5,,,,,,,,,,,,,,,,,,,7708,,,,,,,,,,,,,,,,,,,640,,,,,,,,,,,,,,,,,,,16000
-41.0358879999999,-13.7618859999999,41,99,CONSRA300,BA,INEMA,Rio Sincorá,1,-13.761886,-41.035888,5,,,,,,,,,,,,,,,,,,,4828,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,16000
-42.320375,-14.5481359999999,42,100,CONTRU001,BA,INEMA,Barrgem do Truvisco,2,-14.548136,-42.320375,5,,,,,,,,,,,,,,,,,,,207.2,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,490
-44.76275,-13.5388809999999,43,116,CRBARJ800,BA,INEMA,Arrojado,1,-13.538881,-44.76275,4,,,,,,,,,,,,,,,,,,,445.75,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1700
-45.400278,-13.518611,44,118,CRBCRT200,BA,INEMA,Corrente,1,-13.518611,-45.400278,4,,,,,,,,,,,,,,,,,,,2354.5,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,9200
-44.636361,-13.340111,45,119,CRBCRT400,BA,INEMA,Corrente,1,-13.340111,-44.636361,4,,,,,,,,,,,,,,,,,,,5490,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,16000
-44.336739,-13.3985309999999,46,120,CRBCRT500,BA,INEMA,Corrente,1,-13.398531,-44.336739,6,,,,,,,,,,,,,,,,,,,2576.66666667,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,5400
-44.198181,-13.4012809999999,47,121,CRBCRT550,BA,INEMA,Corrente,1,-13.401281,-44.198181,6,,,,,,,,,,,,,,,,,,,3579.66666667,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,16000
-43.908583,-13.2931389999999,48,122,CRBCRT700,BA,INEMA,Corrente,1,-13.293139,-43.908583,6,,,,,,,,,,,,,,,,,,,3493,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,16000
-43.540806,-13.1494999999999,49,123,CRBCRT800,BA,INEMA,Corrente,1,-13.1495,-43.540806,5,,,,,,,,,,,,,,,,,,,4257.6,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,16000
-44.4604199999999,-13.63055,50,124,CRBFOM400,BA,INEMA,Formoso,1,-13.63055,-44.46042,4,,,,,,,,,,,,,,,,,,,129.5,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,230
-44.3941389999999,-13.6041939999999,51,125,CRBFOM500,BA,INEMA,Formoso,1,-13.604194,-44.394139,4,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,410
-44.6215829999999,-13.185083,52,126,CRBGUA400,BA,INEMA,Guará,1,-13.185083,-44.621583,4,,,,,,,,,,,,,,,,,,,4085.5,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,16000
-45.080278,-13.9802779999999,53,128,CRBPRT800,BA,INEMA,Pratudão,1,-13.980278,-45.080278,4,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,78
-43.766611,-14.309361,54,129,CRBRSF120,BA,INEMA,São Francisco,1,-14.309361,-43.766611,5,,,,,,,,,,,,,,,,,,,1179.6,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,2400
-43.4667499999999,-13.3425,55,130,CRBRSF200,BA,INEMA,São Francisco,1,-13.3425,-43.46675,4,,,,,,,,,,,,,,,,,,425.75,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,940,
-43.4348889999999,-13.254806,56,131,CRBRSF220,BA,INEMA,São Francisco,1,-13.254806,-43.434889,6,,,,,,,,,,,,,,,,,,,2610,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,9200
-43.4646109999999,-13.0891109999999,57,132,CRBRSF250,BA,INEMA,São Francisco,1,-13.089111,-43.464611,6,,,,,,,,,,,,,,,,,,,8835,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,16000
-43.41,-12.91,58,133,CRBRSF270,BA,INEMA,São Francisco,1,-12.91,-43.41,6,,,,,,,,,,,,,,,,,,,583.83333333,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,2800
-43.925667,-12.76125,59,134,CRBSRD100,BA,INEMA,Arrojado,1,-12.76125,-43.925667,2,,,,,,,,,,,,,,,,,,,7300,,,,,,,,,,,,,,,,,,,5400,,,,,,,,,,,,,,,,,,,9200
-44.5647499999999,-14.3450559999999,60,137,CRNCRN600,BA,INEMA,Carinhanha,1,-14.345056,-44.56475,4,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,330
-44.2671109999999,-14.245056,61,138,CRNCRN700,BA,INEMA,Carinhanha,1,-14.245056,-44.267111,4,,,,,,,,,,,,,,,,,,,582,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,1300
-43.786239,-14.3368169999999,62,140,CRNCRN950,BA,INEMA,Carinhanha,1,-14.336817,-43.786239,4,,,,,,,,,,,,,,,,,,154.75,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,490,
-44.525389,-14.2654719999999,63,142,CRNIGR450,BA,INGÁ,Itaguari,1,-14.265472,-44.525389,4,,,,,,,,,,,,,,,,,,,182.5,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,330
-39.4298459999999,-16.5560809999999,64,167,FBSBRA900,BA,INEMA,Braço Norte,1,-16.556081,-39.429846,5,,,,,,,,,,,,,,,,,,,1204,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,2400
-39.587306,-16.4133889999999,65,168,FBSBRH300,BA,INGÁ,Buranhém,1,-16.413389,-39.587306,6,,,,,,,,,,,,,,,,,,,294.16666667,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,700
-39.2859999999999,-16.3928,66,169,FBSBRH500,BA,INGÁ,Buranhém,1,-16.3928,-39.286,6,,,,,,,,,,,,,,,,,,,623,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,2400
-39.449806,-16.717389,67,170,FBSCIV400,BA,INGÁ,Caraíva,1,-16.717389,-39.449806,6,,,,,,,,,,,,,,,,,,,1623.33333333,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,5400
-39.541333,-16.6168329999999,68,171,FBSFRD300,BA,INGÁ,Rio dos Frades,1,-16.616833,-39.541333,6,,,,,,,,,,,,,,,,,,,3401.66666667,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,16000
-39.1422219999999,-16.641944,69,172,FBSFRD800,BA,INEMA,dos Frades,1,-16.641944,-39.142222,6,,,,,,,,,,,,,,,,,,,3568.33333333,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,16000
-39.584694,-16.2668889999999,70,173,FBSJTB200,BA,INGÁ,João de Tiba,1,-16.266889,-39.584694,6,,,,,,,,,,,,,,,,,,,916.33333333,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,2400
-39.12875,-16.259944,71,174,FBSJTB400,BA,INGÁ,João de Tiba,1,-16.259944,-39.12875,6,,,,,,,,,,,,,,,,,,,1800,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,5400
-40.15406,-16.574,72,175,FBSPEX050,BA,INEMA,do Peixe / Buranhem,1,-16.574,-40.15406,3,,,,,,,,,,,,,,,,,,,1226.66666667,,,,,,,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,,,2100
-39.278833,-16.132222,73,176,FBSSTA100,BA,INGÁ,Santo Antônio,1,-16.132222,-39.278833,6,,,,,,,,,,,,,,,,,,,2133.33333333,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,5400
-45.84908,-12.299,74,178,GRDBOR700,BA,INEMA,Riacho Brejo Velho,1,-12.299,-45.84908,6,,,,,,,,,,,,,,,,,,,963.5,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,5400
-45.1172,-12.413,75,180,GRDCPD500,BA,INEMA,das Fêmeas,1,-12.413,-45.1172,6,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,1300
-45.117194,-12.4126939999999,76,181,GRDFEM400,BA,INGÁ,Rio das Fêmeas,1,-12.412694,-45.117194,5,,,,,,,,,,,,,,,,,,,179.8,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,700
-45.0033299999999,-12.148,77,182,GRDGAL900,BA,INEMA,Grande,1,-12.148,-45.00333,5,,,,,,,,,,,,,,,,,,,348.8,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,790
-45.0033329999999,-12.148472,78,183,GRDGRD250,BA,INGÁ,Rio Grande,1,-12.148472,-45.003333,5,,,,,,,,,,,,,,,,,,,8338,,,,,,,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,,,16000
-44.967972,-12.1198889999999,79,184,GRDGRD300,BA,INGÁ,Rio Grande,1,-12.119889,-44.967972,5,,,,,,,,,,,,,,,,,,,3786,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,5400
-43.8262779999999,-11.345139,80,185,GRDGRD700,BA,INGÁ,Rio Grande,1,-11.345139,-43.826278,2,,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,330,
-43.3713329999999,-11.1553059999999,81,186,GRDGRD800,BA,INGÁ,Rio Grande,1,-11.155306,-43.371333,5,,,,,,,,,,,,,,,,,,,869.6,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,3500
-45.81186,-12.1179999999999,82,188,GRDGRD990,BA,INEMA,Cabeceira de Pedras,1,-12.118,-45.81186,5,,,,,,,,,,,,,,,,,,,778,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,3500
-40.49817,-10.8219999999999,83,189,GRDOUR800,BA,INEMA,do Ouro,1,-10.822,-40.49817,4,,,,,,,,,,,,,,,,,,737,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,1300,
-45.58,-11.9929999999999,84,190,GRDPAG600,BA,INEMA,Borá,1,-11.993,-45.58,6,,,,,,,,,,,,,,,,,,,387.33333333,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1300
-45.9086,-11.091,85,191,GRDPRT250,BA,INEMA,Preto,1,-11.091,-45.9086,4,,,,,,,,,,,,,,,,,,367,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1300,
-45.51219,-11.03,86,192,GRDPRT300,BA,INEMA,Preto,1,-11.03,-45.51219,4,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,330,
-45.20197,-11.054,87,193,GRDPRT400,BA,INEMA,Preto,1,-11.054,-45.20197,4,,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,790,
-44.5070299999999,-11.02,88,194,GRDPRT600,BA,INEMA,Rio Riachão,1,-11.02,-44.50703,4,,,,,,,,,,,,,,,,,,214.5,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,490,
-43.9474719999999,-11.236417,89,195,GRDPRT850,BA,INGÁ,Rio Preto,1,-11.236417,-43.947472,2,,,,,,,,,,,,,,,,,,2300,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,3500,
-45.6099199999999,-11.787,90,196,GRDRBR200,BA,INEMA,Branco,1,-11.787,-45.60992,6,,,,,,,,,,,,,,,,,,,230.5,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,790
-44.942889,-12.0061939999999,91,197,GRDRBR400,BA,INGÁ,Rio Branco,1,-12.006194,-44.942889,5,,,,,,,,,,,,,,,,,,,1367,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,5400
-45.4824199999999,-11.1129999999999,92,198,GRDRCO800,BA,INEMA,Riacho da Serra Dourada,1,-11.113,-45.48242,4,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,330,
-45.610583,-11.898389,93,199,GRDRJN400,BA,INGÁ,Rio de Janeiro,1,-11.898389,-45.610583,6,,,,,,,,,,,,,,,,,,,368.33333333,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,790
-45.8650299999999,-12.377,94,200,GRDRON100,BA,INEMA,de Ondas,1,-12.377,-45.86503,6,,,,,,,,,,,,,,,,,,,209.66666667,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,790
-45.0681109999999,-12.117222,95,201,GRDRON600,BA,INGÁ,Rio de Ondas,1,-12.117222,-45.068111,5,,,,,,,,,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,2400
-44.7891999999999,-12.4177999999999,96,202,GRDRSD200,BA,INEMA,Rio São Desidério,1,-12.4178,-44.7892,5,,,,,,,,,,,,,,,,,,,3334,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,16000
-43.33728,-12.0289999999999,97,204,GRDRSF370,BA,INEMA,São Francisco,1,-12.029,-43.33728,5,,,,,,,,,,,,,,,,,,,6467.6,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,16000
-43.29472,-11.5509999999999,98,205,GRDRSF420,BA,INEMA,Sapão,1,-11.551,-43.29472,5,,,,,,,,,,,,,,,,,,,3315.2,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,16000
-43.3713299999999,-11.155,99,206,GRDSAP900,BA,INEMA,Preto,1,-11.155,-43.37133,4,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,790,
-40.341889,-10.598083,100,224,ITPAIP050,BA,INGÁ,Rio Aipim,1,-10.598083,-40.341889,6,,,,,,,,,,,,,,,,,,,443.5,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,2400
-39.0952799999999,-11.2769999999999,101,225,ITPARA002,BA,INEMA,Itapicuru-Mirim,1,-11.277,-39.09528,7,,,,,,,,,,,,,,,,,,,2572.28571429,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,16000
-40.539167,-11.2294439999999,102,226,ITPBCA001,BA,INEMA,Itapicuru-Mirim,1,-11.229444,-40.539167,6,,,,,,,,,,,,,,,,,,,1369,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,7300
-40.0520559999999,-11.1909439999999,103,227,ITPBPA001,BA,INEMA,Barragem Pedras Altas,1,-11.190944,-40.052056,6,,,,,,,,,,,,,,,,,,,65.33333333,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,230
-40.408108,-10.797044,104,230,ITPBPI001,BA,INEMA,Itapicuru-Açu,1,-10.797044,-40.408108,6,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,700
-40.2122199999999,-10.8009999999999,105,231,ITPBPN001,BA,INEMA,Barragem Ponto Novo,2,-10.801,-40.21222,6,,,,,,,,,,,,,,,,,,,350.16666667,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,1300
-40.1722599999999,-10.853,106,232,ITPBPN002,BA,INEMA,Barragem Ponto Novo,2,-10.853,-40.17226,6,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,2400
-40.21556,-10.8319999999999,107,233,ITPBPN003,BA,INEMA,Campo Formoso,1,-10.832,-40.21556,6,,,,,,,,,,,,,,,,,,,2734,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,16000
-40.3161939999999,-10.528806,108,234,ITPCFM600,BA,INEMA,Campo Formoso,1,-10.528806,-40.316194,6,,,,,,,,,,,,,,,,,,,3346.66666667,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,16000
-39.3561109999999,-10.48,109,235,ITPCRC050,BA,INGÁ,Rio Cariaçá,2,-10.48,-39.356111,6,,,,,,,,,,,,,,,,,,,648.5,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,3500
-40.3600279999999,-10.820639,110,236,ITPITA100,BA,INGÁ,Rio Itapicuru Açu,1,-10.820639,-40.360028,6,,,,,,,,,,,,,,,,,,,3513.33333333,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,16000
-40.487139,-11.2042779999999,111,237,ITPITM050,BA,INGÁ,Rio Itapicuru mirim,1,-11.204278,-40.487139,5,,,,,,,,,,,,,,,,,,,12898,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,16000
-39.7380279999999,-10.9511939999999,112,240,ITPITP300,BA,INGÁ,Rio Itapicuru,1,-10.951194,-39.738028,6,,,,,,,,,,,,,,,,,,,1222.66666667,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,3500
