X,Y,OBJECTID,cd,cdestacao,sguf,entidade,corpodagua,ambiente,latitude,longitude,nuecoli,med_2001,med_2003,med_2004,med_2005,med_2006,med_2007,med_2008,med_2009,med_2010,med_2011,med_2012,med_2013,med_2014,med_2015,med_2016,med_2017,med_2018,med_2019,med_2020,min_2001,min_2003,min_2004,min_2005,min_2006,min_2007,min_2008,min_2009,min_2010,min_2011,min_2012,min_2013,min_2014,min_2015,min_2016,min_2017,min_2018,min_2019,min_2020,max_2001,max_2003,max_2004,max_2005,max_2006,max_2007,max_2008,max_2009,max_2010,max_2011,max_2012,max_2013,max_2014,max_2015,max_2016,max_2017,max_2018,max_2019,max_2020
-42.13944,-18.78369,1129,2701,RD084,MG,IGAM,Rio Suaçuí Pequeno,1,-18.78369,-42.13944,36,,,,,,,,,,,,1942.5,1635.5,1020.675,2884.625,1024.325,1562.5,988.3,2048,,,,,,,,,,,,170,130,110,262,110,278.5,159.6,159.6,,,,,,,,,,,,4900,4600,3692,10462.4,2699.6,4611.1,3255.4,8664.4
-42.79164,-18.35511,1130,2702,RD085,MG,IGAM,Rio Suaçuí Grande,1,-18.35511,-42.79164,36,,,,,,,,,,,,8725,6280.75,3567.925,5836.3,5625.05,7042.15,2079.275,2615.3125,,,,,,,,,,,,7000,2300,2612,1552.5,3075.9,2382.2,812.6,812.6,,,,,,,,,,,,13000,11983,4351.7,11198.7,7270,17328.9,4105.8,7701
-42.2988099999999,-18.3760599999999,1131,2703,RD086,MG,IGAM,Rio Suaçuí Grande,1,-18.37606,-42.29881,32,,,,,,,,,,,,1000,391,78.1,34.53333333,194.53333333,100.66666667,69.025,133.74285714,,,,,,,,,,,,110,31,40.9,10,40.9,85.2,10,10,,,,,,,,,,,,1700,1300,133.6,63,407.7,110,161,441.2
-42.0522799999999,-18.41497,1132,2704,RD087,MG,IGAM,Rio Urupuca,1,-18.41497,-42.05228,34,,,,,,,,,,,,757.5,269.25,144.2,59.36666667,262.575,311.5,187.05,528.55714286,,,,,,,,,,,,70,201,97,41,10,213.3,63.2,52.1,,,,,,,,,,,,2300,330,201.1,85,350,546.1,312.9,2602
-41.7994399999999,-18.58917,1133,2705,RD088,MG,IGAM,Rio Itambacuri,1,-18.58917,-41.79944,35,,,,,,,,,,,,1547.5,1173.75,295.6,1437.7,510.975,1408.3,555.575,1142.48571429,,,,,,,,,,,,490,98,243,146.4,30.6,201.1,52.1,52.1,,,,,,,,,,,,3300,3300,369.2,3255.4,1483,3608.7,1401.2,3873
-41.78439,-18.8502799999999,1134,2706,RD089,MG,IGAM,Rio Suaçuí Grande,1,-18.85028,-41.78439,36,,,,,,,,,,,,1009.75,773,118.3,400.275,393.65,227.75,132.6,1376.275,,,,,,,,,,,,49,201,52,51,122.3,10,73.1,20.1,,,,,,,,,,,,2200,2200,203.4,1290.6,1130,638.2,262.1,9804
-41.9145799999999,-18.9580799999999,1135,2707,RD090,MG,IGAM,Ribeirão Traíras,1,-18.95808,-41.91458,31,,,,,,,,,,,,732.25,485.75,163.86666667,823.06666667,85.3,608.3,181.4,631.04285714,,,,,,,,,,,,49,171,52.1,122,20,173.1,121.1,108.9,,,,,,,,,,,,1300,790,318.4,2187.2,215.7,1726,275.1,2481
-42.14606,-19.9948899999999,1136,2708,RD091,MG,IGAM,Córrego do Pião,1,-19.99489,-42.14606,38,,,,,,,,,,,,8900,27479.975,5945.7,5364.45,1436.6,16482.65,23112.725,20946.5625,,,,,,,,,,,,2300,2750,1373.5,758,1,3075.9,19862.9,11198.7,,,,,,,,,,,,17000,92000,12033.3,10462.4,3255.4,24196,24196,24196
-41.87542,-19.50756,1137,2709,RD092,MG,IGAM,Rio Preto (DO5),1,-19.50756,-41.87542,35,,,,,,,,,,,,610,2697.5,5489.9,800.45,618.075,840.575,10016.15,7858.375,,,,,,,,,,,,70,259,605.3,374,472.5,512.2,265.3,265.3,,,,,,,,,,,,1300,6131,19862.9,1552,836.1,1624.2,24196,24196
-41.84964,-19.34608,1138,2710,RD093,MG,IGAM,Rio Caratinga,1,-19.34608,-41.84964,35,,,,,,,,,,,,14023.33333333,3455.5,3511.2,4054.65,4519.825,1487.9,5875.15,8956.525,,,,,,,,,,,,70,472,318.4,2187,580.6,215.7,1080.7,1016.8,,,,,,,,,,,,35000,7900,10462.4,8664,12033.3,2480.9,15531.2,24196
-41.29506,-19.17614,1139,2711,RD094,MG,IGAM,Rio do Eme,1,-19.17614,-41.29506,32,,,,,,,,,,,,725,905,457.175,256.13333333,370.075,751.16666667,346.5,370.82857143,,,,,,,,,,,,220,331,187,134,340.5,243.3,121.1,121.1,,,,,,,,,,,,1700,2300,789.4,404.4,388,1483,702.7,702.7
-42.1473999999999,-20.2896699999999,1140,2712,RD095,MG,IGAM,Rio Manhuaçu,1,-20.28967,-42.1474,36,,,,,,,,,,,,1772.5,967.5,824.4,3995.55,891.5,1650.05,2899.175,1906.3375,,,,,,,,,,,,700,200,292,132,281.3,626.6,161.3,161.3,,,,,,,,,,,,3300,1700,1871.9,9804,1162,2755.1,9803.9,9803.9
-41.9875,-20.1561199999999,1141,2713,RD096,MG,IGAM,Rio São Mateus (DO6),1,-20.15612,-41.9875,36,,,,,,,,,,,,4450,6041.5,655.3,3311.5,5556.225,9723.725,5176.475,6031.6,,,,,,,,,,,,2800,516,318,738,754.1,4351.7,233.4,233.4,,,,,,,,,,,,7000,17000,1200.7,7701,9208.4,14136.1,12033.3,15531
-41.45762,-19.65223,1142,2714,RD097,MG,IGAM,Rio José Pedro,1,-19.65223,-41.45762,36,,,,,,,,,,,,605,438.25,130.65,454.95,210.6,781.975,225.25,580.725,,,,,,,,,,,,140,84,41.3,10,62.6,362.7,10,10,,,,,,,,,,,,1300,1100,275.1,1449.7,487.4,1664,520.8,1552.5
-41.65403,-19.5313899999999,1143,2715,RD098,MG,IGAM,Rio Manhuaçu,1,-19.53139,-41.65403,33,,,,,,,,,,,,614.33333333,100.25,2501.025,102.3,120.975,420.975,199.475,223.45714286,,,,,,,,,,,,33,79,84,10,96,146.4,20.2,20.2,,,,,,,,,,,,1700,130,9208.4,198.9,148,711.6,331,381.2
-43.41194,-20.0734699999999,1144,2716,RD099,MG,IGAM,Rio Maquiné,1,-20.07347,-43.41194,36,,,,,,,,,,,,154.75,1614.75,235.725,893.9,1436.775,983.65,896.325,1473.8625,,,,,,,,,,,,49,79,51.6,51.6,369.2,413.5,40.9,40.9,,,,,,,,,,,,330,5290,373.4,2489,2247,1500.1,2359.3,4611.1
-43.66853,-19.87783,1145,2748,SC03,MG,IGAM,Córrego Caeté,1,-19.87783,-43.66853,32,,,,,,,,,,,,160000,200980,241960,78637,24196,24196,,24196,,,,,,,,,,,,160000,160000,241960,24196,24196,24196,,24196,,,,,,,,,,,,160000,241960,241960,241960,24196,24196,,24196
-43.9005799999999,-19.8203599999999,1146,2749,SC10,MG,IGAM,Ribeirão do Onça,1,-19.82036,-43.90058,32,,,,,,,,,,,,160000,200980,127682,122245.25,24196,24195.94,,22479.225,,,,,,,,,,,,160000,160000,2612,24196,24196,24195.7,,17328.9,,,,,,,,,,,,160000,241960,241960,241960,24196,24196,,24196
-44.03622,-19.81011,1147,2750,SC12,MG,IGAM,Ribeirão Areias ou Ribeirão das Areias,1,-19.81011,-44.03622,31,,,,,,,,,,,,1372.5,10535,2832.15,1934.725,2127.63333333,1921.525,,5851.4625,,,,,,,,,,,,790,2247,354.5,503,575.6,587.8,,378.6,,,,,,,,,,,,2300,23593,6866.7,3255.4,3448,5172.1,,24196
-44.03128,-19.80711,1148,2751,SC13,MG,IGAM,Ribeirão Areias ou Ribeirão das Areias,1,-19.80711,-44.03128,31,,,,,,,,,,,,24225,51293.5,77387.85,31115.675,12271.2,22029.725,,21240.4125,,,,,,,,,,,,7900,4900,10462.4,24195.7,6488.2,15531.2,,4884.4,,,,,,,,,,,,54000,160000,241960,43517,17328.9,24196,,24196
-43.90714,-19.77989,1149,2752,SC14,MG,IGAM,Ribeirão Poderoso,1,-19.77989,-43.90714,32,,,,,,,,,,,,160000,200980,241960,133078,24196,24196,,21895.7875,,,,,,,,,,,,160000,160000,241960,24196,24196,24196,,5794.3,,,,,,,,,,,,160000,241960,241960,241960,24196,24196,,24196
-43.82442,-19.71564,1150,2753,SC16,MG,IGAM,Rio das Velhas,1,-19.71564,-43.82442,52,,,,,,,,,,,,50966.66666667,66538.58333333,113205.14166667,54277.05714286,24195.9,21395.95,,21396.175,,,,,,,,,,,,4900,330,4351.7,5475,24195.7,17328.9,,10462.4,,,,,,,,,,,,160000,241960,241960,241960,24196,24196,,24196
-43.91389,-19.6929699999999,1151,2754,SC17,MG,IGAM,Ribeirão da Mata,1,-19.69297,-43.91389,32,,,,,,,,,,,,53122.5,7974,20143.1,10560.875,17489.4,21956.04,,13964.7875,,,,,,,,,,,,490,2723,11198.7,3130.1,14136.1,12996.5,,1177.6,,,,,,,,,,,,160000,22000,24196,22818,24196,24196,,24196
-44.05447,-19.66547,1152,2755,SC19,MG,IGAM,Ribeirão das Neves,1,-19.66547,-44.05447,31,,,,,,,,,,,,66975,60442.75,54682.75,23661.75,12510.63333333,8309.325,,9922.6125,,,,,,,,,,,,4900,4900,6244,7523,5172.1,4351.7,,3448,,,,,,,,,,,,160000,160000,155312,38732,24195.7,11198.7,,24196
-44.01319,-19.63933,1153,2756,SC21,MG,IGAM,Ribeirão da Mata,1,-19.63933,-44.01319,32,,,,,,,,,,,,116500,74570,35826.5,24583.2,14686.4,23329.32,,20250.525,,,,,,,,,,,,54000,7270,16071,8164.1,6866.7,19862.9,,8164.1,,,,,,,,,,,,160000,160000,86644,46111,24196,24196,,24196
-44.07597,-19.5798599999999,1154,2757,SC22,MG,IGAM,Ribeirão da Mata,1,-19.57986,-44.07597,32,,,,,,,,,,,,2797.5,837.225,3259.025,3194.2,8746.86666667,12872.26,,9074.1125,,,,,,,,,,,,790,37.9,1119,122.3,932.6,1515.2,,275.1,,,,,,,,,,,,4900,1700,7634,8664.4,24195.7,24196,,24196
-44.0585599999999,-19.6028299999999,1155,2758,SC23,MG,IGAM,Ribeirão da Mata,1,-19.60283,-44.05856,32,,,,,,,,,,,,32325,200980,182838.75,74303.925,24196,24196,,24196,,,,,,,,,,,,2300,160000,5475,6866.7,24196,24196,,24196,,,,,,,,,,,,92000,241960,241960,241957,24196,24196,,24196
-44.1702799999999,-19.46825,1156,2759,SC24,MG,IGAM,Ribeirão Jequitibá,1,-19.46825,-44.17028,32,,,,,,,,,,,,120012.25,200980,187519,95609,18419.56666667,24196,,23654.325,,,,,,,,,,,,49,160000,24196,24196,6866.7,24196,,19862.9,,,,,,,,,,,,160000,241960,241960,241960,24196,24196,,24196
-44.2382499999999,-19.46622,1157,2760,SC25,MG,IGAM,Córrego do Diogo,1,-19.46622,-44.23825,31,,,,,,,,,,,,143000,200980,127075.725,102913.05,22751.63333333,23112.65,,20057.2125,,,,,,,,,,,,92000,160000,186.9,15531.2,19862.9,19862.9,,4083,,,,,,,,,,,,160000,241960,241960,241960,24196,24196,,24196
-44.20775,-19.4464399999999,1158,2761,SC26,MG,IGAM,Ribeirão do Matadouro,1,-19.44644,-44.20775,32,,,,,,,,,,,,160000,200980,187519,133078,24196,24196,,24196,,,,,,,,,,,,160000,160000,24196,24196,24196,24196,,24196,,,,,,,,,,,,160000,241960,241960,241960,24196,24196,,24196
-43.74853,-18.43981,1159,2762,SC27,MG,IGAM,Ribeirão do Chiqueiro,1,-18.43981,-43.74853,31,,,,,,,,,,,,6100,26219.25,51610.225,1502.375,11982.9,17797.85,,21176.625,,,,,,,,,,,,130,187,52.1,619.8,1290.6,9803.9,,41.3,,,,,,,,,,,,24000,92000,198629,2851,24195.7,24195.7,,24196
-43.75003,-18.50675,1160,2763,SC28,MG,IGAM,Ribeirão do Chiqueiro,1,-18.50675,-43.75003,31,,,,,,,,,,,,1497.5,2865.25,3554.4,6357.825,310.26666667,549.225,,9034.7375,,,,,,,,,,,,790,790,122.3,135,97.9,194.6,,717.3,,,,,,,,,,,,2200,7900,10462.4,24195.7,676.6,1112.3,,24196
-44.06292,-18.63114,1161,2764,SC30,MG,IGAM,Rio Paraúna,1,-18.63114,-44.06292,31,,,,,,,,,,,,729.5,7140.75,13762.925,526.9,385.43333333,12558.225,,10993.525,,,,,,,,,,,,49,110,122.3,20.2,10,8164.1,,10,,,,,,,,,,,,2300,24953,48844,1515.2,732.8,24196,,24196
-44.3110599999999,-18.10022,1162,2767,SC33,MG,IGAM,Rio Curumataí,1,-18.10022,-44.31106,30,,,,,,,,,,,,3339.75,148,672.325,657.375,67.53333333,69.725,,207.77142857,,,,,,,,,,,,79,49,62.6,1,30.6,10,,74.5,,,,,,,,,,,,13000,230,1607.1,2480.9,110,107.8,,480.8
-44.44667,-18.35972,1163,2769,SC39,MG,IGAM,Córrego Matadouro,1,-18.35972,-44.44667,30,,,,,,,,,,,,465.75,190.75,1062.6,17227.3,80.2,191.2,,116.05714286,,,,,,,,,,,,33,49,108.9,20,30.6,96.9,,63,,,,,,,,,,,,1300,490,3862,68667,157.9,308.9,,215.7
-46.46786,-20.3325,1164,2770,SF001,MG,IGAM,Rio São Francisco (SF),1,-20.3325,-46.46786,30,,,,,,,,,,,,179,38.75,1132.85,920.7,305.23333333,639.8,,619.175,,,,,,,,,,,,23,23,30.6,52.1,30.6,30,,41,,,,,,,,,,,,490,52,4351.7,2613,812,2141.6,,3873.2
-45.6600599999999,-20.2366699999999,1165,2771,SF002,MG,IGAM,Rio São Miguel (SF1),1,-20.23667,-45.66006,31,,,,,,,,,,,,1227.5,3235.75,751.075,1775.875,8602.93333333,2090.25,,1653.0375,,,,,,,,,,,,330,209,465.4,228.1,537,552.3,,340.5,,,,,,,,,,,,3300,7900,1497.2,6131.4,24196,3654,,5172.1
-45.7155799999999,-20.1711099999999,1166,2772,SF003,MG,IGAM,Rio São Francisco (SF),1,-20.17111,-45.71558,31,,,,,,,,,,,,107.25,361,240,1073.325,711.2,584.225,,419.1875,,,,,,,,,,,,70,63,41.3,122.3,51.6,86,,122,,,,,,,,,,,,170,790,575.6,3448,1934,1235.6,,749.1
-45.614,-20.16036,1167,2773,SF004,MG,IGAM,Rio Preto (SF1),1,-20.16036,-45.614,31,,,,,,,,,,,,902.5,475.75,6328.725,657.675,424.4,1307.75,,3638.975,,,,,,,,,,,,220,170,184.9,459,230,182.9,,291.7,,,,,,,,,,,,1300,1100,23593,743,749.1,4105.8,,24196
-45.2747199999999,-19.27975,1168,2774,SF005,MG,IGAM,Rio São Francisco (SF),1,-19.27975,-45.27472,31,,,,,,,,,,,,39.5,79.5,631.5,112.25,76.9,225.575,,1352.0375,,,,,,,,,,,,23,23,10,52.1,30.6,52,,30.6,,,,,,,,,,,,79,231,1391.4,226,148,546.1,,8664.4
-45.105,-19.16192,1169,2775,SF006,MG,IGAM,Rio São Francisco (SF),1,-19.16192,-45.105,31,,,,,,,,,,,,44.5,362.25,394.925,85.15,83.6,135.8,,474.4,,,,,,,,,,,,33,31,20.2,30.6,30.6,52.1,,1,,,,,,,,,,,,79,1300,771.2,135,157,203.4,,1989
-45.42761,-19.15714,1170,2776,SF007,MG,IGAM,Ribeirão Marmelada,1,-19.15714,-45.42761,31,,,,,,,,,,,,69575,152730,173886.375,90762.75,13844.66666667,19515.6,,7391.9875,,,,,,,,,,,,2300,35000,12996.5,24196,10,5475,,349.8,,,,,,,,,,,,160000,241960,241960,241960,24196,24196,,24195.7
-45.5866399999999,-20.0838899999999,1171,2777,SF008,MG,IGAM,Rio Santana (SF1),1,-20.08389,-45.58664,31,,,,,,,,,,,,305,159.25,325.65,234.9,180.43333333,4155,,2744.5875,,,,,,,,,,,,170,52,118.7,144.9,52.1,278,,364,,,,,,,,,,,,490,230,738,387.7,271,14136.1,,9208.4
-45.47583,-18.71922,1172,2778,SF009,MG,IGAM,Ribeirão Sucuriú,1,-18.71922,-45.47583,31,,,,,,,,,,,,295,908,6290.35,2696.85,363.3,6429.225,,915.925,,,,,,,,,,,,70,49,74.5,148,122.3,908.6,,40.9,,,,,,,,,,,,490,2200,24195.7,9208.4,793.6,15531.2,,4105.8
-45.47844,-19.7722199999999,1173,2779,SF010,MG,IGAM,Rio São Francisco (SF),1,-19.77222,-45.47844,31,,,,,,,,,,,,154,592,197.275,509.05,284.56666667,829.825,,318.625,,,,,,,,,,,,46,49,52.1,86,107.8,40,,41,,,,,,,,,,,,230,2046,250.1,1467.2,601,1596.7,,771.2
-45.5647499999999,-18.6779999999999,1174,2780,SF011,MG,IGAM,Rio Indaiá,1,-18.678,-45.56475,31,,,,,,,,,,,,74,48.5,3727.8,1216.025,92.7,4534.625,,2098.275,,,,,,,,,,,,23,23,20.2,1,40.9,20,,20,,,,,,,,,,,,130,86,8164.1,4611.1,174,10462.4,,11198.7
-44.9999999999999,-15.47,1175,2781,SF012,MG,IGAM,Rio Paracatu,1,-15.47,-45,26,,,,,,,,,,,,833.33333333,301.1,301.125,3521.875,,488.625,,254.02857143,,,,,,,,,,,,310,84.4,157.9,271.8,,63.2,,10,,,,,,,,,,,,1700,790,546,12996.5,,1296.3,,640
-45.64653,-18.46611,1176,2782,SF013,MG,IGAM,Rio Borrachudo,1,-18.46611,-45.64653,31,,,,,,,,,,,,765.5,631,2223.725,3306.175,117.4,3425.8,,1571.3125,,,,,,,,,,,,23,20,74.5,20.2,41.3,159,,10,,,,,,,,,,,,2200,2300,5794.3,12996.5,213,6866.7,,5794.3
-42.4,-15.1799999999999,1177,2783,SF014,MG,IGAM,Rio Juramento,1,-15.18,-42.4,28,,,,,,,,,,,,836.33333333,950.225,211.875,5109.975,12839.5,206.725,,219.04285714,,,,,,,,,,,,79,20,63.2,159.6,1483,108.9,,85.2,,,,,,,,,,,,2300,3300,441.2,19862.9,24196,301.3,,547
-45.2254399999999,-18.15428,1178,2784,SF015,MG,IGAM,Rio São Francisco (SF),1,-18.15428,-45.22544,31,,,,,,,,,,,,408.25,330.75,185.375,664,98.73333333,1029.775,,431.2,,,,,,,,,,,,33,1,1,10,1,52,,1,,,,,,,,,,,,1100,1100,404.4,1989,275,2612.5,,1607.1
-45.17756,-17.95958,1179,2785,SF016,MG,IGAM,Rio São Francisco (SF),1,-17.95958,-45.17756,31,,,,,,,,,,,,393,246,630.25,6124.25,109.76666667,515.75,,489.5,,,,,,,,,,,,23,1,10,10,10,20,,1,,,,,,,,,,,,1400,940,2140.9,24196,278,1575.6,,1500.1
-45.46278,-18.10961,1180,2786,SF017,MG,IGAM,Rio Abaeté,1,-18.10961,-45.46278,31,,,,,,,,,,,,231.5,186,3737.6,5122.275,163.13333333,1204.25,,1065.7125,,,,,,,,,,,,23,46,20.1,20.2,10,122,,1,,,,,,,,,,,,700,490,6488.2,19862.9,246,3654,,3873.2
-43.11,-15.1899999999999,1181,2787,SF018,MG,IGAM,Riacho Canabrava,1,-15.19,-43.11,20,,,,,,,,,,,,1913,562.475,272.86666667,4968.2,,398.7,,820.74,,,,,,,,,,,,49,63,1,51.2,,203.4,,73.8,,,,,,,,,,,,4900,1300,419,14136.1,,594,,2755
-44.93006,-17.29722,1182,2788,SF019,MG,IGAM,Rio São Francisco (SF),1,-17.29722,-44.93006,30,,,,,,,,,,,,672.25,63.65,60960.6,322.475,1029.25,1610.925,,515.8125,,,,,,,,,,,,49,10,52.1,30.6,389,63.2,,40.9,,,,,,,,,,,,2300,170,241957,633.2,1669.5,2612.5,,1211.2
-42.97,-14.2499999999999,1183,2789,SF020,MG,IGAM,Rio Mosquito (SF10),1,-14.25,-42.97,29,,,,,,,,,,,,32000,531.475,121575.8,6252.875,7940.4,985.9,,6772.05,,,,,,,,,,,,1700,33,1,63.2,349.8,154.7,,40.9,,,,,,,,,,,,92000,1560,241960,24196,15531,1782.1,,24196
-44.71667,-17.0833299999999,1184,2790,SF021,MG,IGAM,Rio Jequitaí,1,-17.08333,-44.71667,30,,,,,,,,,,,,60.5,81.525,1351.925,2115.85,162,81.875,,900.875,,,,,,,,,,,,23,10,63.2,1,86,30.6,,1,,,,,,,,,,,,79,173.1,5172.1,8164.1,238,171.2,,6131
-43.9499999999999,-14.66,1185,2791,SF022,MG,IGAM,Rio Japoré,1,-14.66,-43.95,29,,,,,,,,,,,,251,229,115.35,36.225,40.6,93.5,,92.0625,,,,,,,,,,,,33,33,74.5,10,20.2,20.2,,1,,,,,,,,,,,,490,632,169.4,63.2,61,148,,373.4
-44.9151699999999,-16.85972,1186,2792,SF023,MG,IGAM,Rio São Francisco (SF),1,-16.85972,-44.91517,30,,,,,,,,,,,,153,32.625,114.7,376.175,126.5,203.95,,131.75,,,,,,,,,,,,33,10,20.1,1,10,10,,10,,,,,,,,,,,,330,74.5,201.1,1095.1,243,669.5,,299.2
-43.8,-14.67,1187,2793,SF024,MG,IGAM,Rio Peruaçu,1,-14.67,-43.8,29,,,,,,,,,,,,326.66666667,304.725,446.425,233.5,211.9,134.175,,565.55,,,,,,,,,,,,110,100,96,30.4,106.8,52.1,,51.2,,,,,,,,,,,,700,790,1249.8,529.1,317,228.1,,1934.9
-45.06542,-16.3707199999999,1188,2794,SF025,MG,IGAM,Rio São Francisco (SF),1,-16.37072,-45.06542,30,,,,,,,,,,,,111.25,236.9,70.575,89.825,53,226.175,,450.15,,,,,,,,,,,,33,1,10,1,10,1,,1,,,,,,,,,,,,330,793.6,135,213.3,96,650.4,,2909.3
-45.2367199999999,-15.4954999999999,1189,2795,SF026,MG,IGAM,Rio Pardo (SF9),1,-15.4955,-45.23672,30,,,,,,,,,,,,449.75,191.2,255.125,502.675,253.6,236.725,,243.575,,,,,,,,,,,,33,10,20.2,20.2,20.2,40.9,,10,,,,,,,,,,,,1700,656.8,793.6,1332.7,487,594.8,,1092
-44.86783,-15.94886,1190,2796,SF027,MG,IGAM,Rio São Francisco (SF),1,-15.94886,-44.86783,30,,,,,,,,,,,,238.5,62.85,41.675,181.075,124,149.15,,688.65,,,,,,,,,,,,23,10,10,20.1,10,1,,1,,,,,,,,,,,,790,169.4,74,445.5,238,317,,4884.4
-44.75692,-15.50486,1191,2797,SF028,MG,IGAM,Ribeirão Pandeiros,1,-15.50486,-44.75692,30,,,,,,,,,,,,452.25,236.45,64.2,354.6,52.05,244.125,,3186.7875,,,,,,,,,,,,33,20,20.2,52.1,52,63.2,,1,,,,,,,,,,,,1400,682.8,110,1100.4,52.1,520.4,,24196
-44.3511099999999,-15.4886099999999,1192,2798,SF029,MG,IGAM,Rio São Francisco (SF),1,-15.48861,-44.35111,30,,,,,,,,,,,,95.5,440.5,70.05,359.15,96.5,975.825,,298.2,,,,,,,,,,,,23,23,30.6,1,10,10,,10,,,,,,,,,,,,280,1664,121.1,789.4,183,3436.2,,1119
-44.0906899999999,-15.10022,1193,2799,SF031,MG,IGAM,Rio São Francisco (SF),1,-15.10022,-44.09069,30,,,,,,,,,,,,90,1704.5,99.7,105.825,59.1,52.725,,140.575,,,,,,,,,,,,23,10,30.6,10,20.2,10,,10,,,,,,,,,,,,220,6565,148,194.6,98,97.9,,601.5
-43.9299999999999,-14.7499999999999,1194,2800,SF033,MG,IGAM,Rio São Francisco (SF),1,-14.75,-43.93,30,,,,,,,,,,,,148.75,134.025,188.025,108.4,32,88.925,,114.0375,,,,,,,,,,,,23,10,1,1,1,1,,1,,,,,,,,,,,,490,393.1,608.6,259,63,196.7,,309
-43.7850799999999,-12.3374699999999,1195,2801,SF034,MG,IGAM,Rio Carinhanha,1,-12.33747,-43.78508,29,,,,,,,,,,,,52.25,100.5,392.05,122.6,236.8,339.025,,119.84285714,,,,,,,,,,,,33,23,30.6,30.6,30.6,20.2,,1,,,,,,,,,,,,94,259,1280.9,345.1,443,1075.8,,295.4
-44.96781,-16.75289,1196,2802,SF040,MG,IGAM,Rio Pacuí,1,-16.75289,-44.96781,30,,,,,,,,,,,,8909,328.35,661.225,5208.9,948.55,385.925,,3119.1875,,,,,,,,,,,,46,130,182.9,230.7,345.1,186.9,,107.8,,,,,,,,,,,,35000,750,1119,19862.9,1552,711.6,,14316
-45.9999999999999,-20.4499999999999,1197,2803,SF041,MG,IGAM,Ribeirão Água Limpa,1,-20.45,-46,12,,,,,,,,,,,,,,,,,3231.525,,516.5875,,,,,,,,,,,,,,,,,110,,186.9,,,,,,,,,,,,,,,,,12033.3,,1075.8
-45.07472,-18.51994,1198,2804,SF042,MG,IGAM,Ribeirão da Extrema Grande,1,-18.51994,-45.07472,30,,,,,,,,,,,,6236.5,51,408.25,651.5,109.2,1492.375,,380.0625,,,,,,,,,,,,23,1,1,10,72,10,,1,,,,,,,,,,,,17000,170,1449.7,2489,146.4,5172.1,,1334.4
-45.86,-20.24,1199,2805,SF043,MG,IGAM,Ribeirão dos Patos,1,-20.24,-45.86,12,,,,,,,,,,,,,,,,,330.025,,216.5125,,,,,,,,,,,,,,,,,208.6,,52,,,,,,,,,,,,,,,,,495.4,,404.4
-45.07472,-18.31861,1200,2806,SF044,MG,IGAM,Ribeirão do Boi,1,-18.31861,-45.07472,22,,,,,,,,,,,,6295.5,279,561.16666667,686.65,,2406.9,,4839.76666667,,,,,,,,,,,,33,1,119.9,175,,74,,63.2,,,,,,,,,,,,24000,790,819.7,1198.3,,7269.9,,19862.9
-46.0699999999999,-20.35,1201,2807,SF045,MG,IGAM,Rio São Francisco,1,-20.35,-46.07,12,,,,,,,,,,,,,,,,,3421.875,,923.9,,,,,,,,,,,,,,,,,86,,51.6,,,,,,,,,,,,,,,,,11198.7,,3654
-45.07472,-19.52356,1202,2808,SF046,MG,IGAM,Rio Indaiá,1,-19.52356,-45.07472,31,,,,,,,,,,,,4057.5,617.25,573.525,1771.95,716.36666667,2751.025,,3742.375,,,,,,,,,,,,130,110,240.5,110,84,189,,121.1,,,,,,,,,,,,7900,1989,1497.2,4105.8,1607.1,6131.4,,24196
-45.07472,-19.1563899999999,1203,2809,SF048,MG,IGAM,Rio Indaiá,1,-19.15639,-45.07472,31,,,,,,,,,,,,666.5,322.75,2764.975,748.875,607.16666667,2754.6,,2122.075,,,,,,,,,,,,23,46,456.8,110,225,10,,20.2,,,,,,,,,,,,2300,836,3873.2,1723.3,1334.4,9208.4,,14136.1
-45.07472,-19.3231699999999,1204,2810,SF050,MG,IGAM,Rio Borrachudo,1,-19.32317,-45.07472,31,,,,,,,,,,,,1809.5,7041.25,3603,324.75,562.1,252.25,,243.3125,,,,,,,,,,,,49,330,20.2,52,148,52,,63,,,,,,,,,,,,7000,26125,12996.5,882.3,1379.3,738,,555
-45.07472,-19.1081399999999,1205,2811,SF052,MG,IGAM,Rio Borrachudo,1,-19.10814,-45.07472,32,,,,,,,,,,,,7040,7236.25,8888.425,2432.375,1500.33333333,10235.58,,2792.4375,,,,,,,,,,,,460,490,308.9,171.2,318,175,,216,,,,,,,,,,,,24000,26125,29093,7701,3654,24196,,9804
-45.07472,-18.1885799999999,1206,2812,SF054,MG,IGAM,Rio São Francisco (SF),1,-18.18858,-45.07472,31,,,,,,,,,,,,424,809.5,45.325,106.5,69.33333333,153.65,,6079.7625,,,,,,,,,,,,33,20,10,10,1,41.3,,1,,,,,,,,,,,,1300,2255,131,253,121,291.7,,24196
-45.07472,-19.31319,1207,2813,SF056,MG,IGAM,Rio Abaeté,1,-19.31319,-45.07472,31,,,,,,,,,,,,3420.75,1807.75,390.75,4614.75,937.73333333,300.575,,907.4,,,,,,,,,,,,23,94,262.1,171.2,317,40,,148,,,,,,,,,,,,13000,6828,743.9,8664.4,2098.2,547.5,,2142.6
