X,Y,OBJECTID,ID,CDESTACAO,ANO,SGUF,ENTIDADE,CORPODAGUA,AMBIENTE,NUOD,MEDOD,MINOD,MAXOD,DEVOD,LATITUDE,LONGITUDE
-47.2975,-22.959444,479,961,CPIV02200,2021,SP,CETESB,Rio Capivari,1,6,2.621667,1,3.8,1.095745,-22.959444,-47.2975
-43.3433939999999,-22.957592,480,962,01RJ20AN0040,2021,RJ,INEA,Rio do Anil,1,6,2.633333,0,4.6,1.821721,-22.957592,-43.343394
-47.823056,-22.956944,481,964,TIET02450,2021,SP,CETESB,Rio Tietê,1,8,2.7375,1.2,4.1,1.019716,-22.956944,-47.823056
-43.357744,-22.9547889999999,482,968,01RJ20FN0100,2021,RJ,INEA,Arroio Fundo,1,6,0.533333,0,1.2,0.588784,-22.954789,-43.357744
-43.3577359999999,-22.9546609999999,483,969,01RJ20FN0090,2021,RJ,INEA,Arroio Fundo,1,6,1.033333,0,2,0.84301,-22.954661,-43.357736
-49.867222,-22.9538889999999,484,971,PADO02600,2021,SP,CETESB,Rio Pardo - UGRHI 17,1,8,8.6125,7.6,10.1,0.885498,-22.953889,-49.867222
-43.058408,-22.950122,485,976,,2021,RJ,,,2,4,1.65,0,4.2,2.042058,-22.950122,-43.058408
-43.030117,-22.948767,486,978,00RJ22VL0350,2021,RJ,INEA,Rio da Vala,1,6,3,1.4,5.8,1.634625,-22.948767,-43.030117
-43.057611,-22.9487109999999,487,979,00RJ22SA0720,2021,RJ,INEA,Rio Santo Antônio,1,6,2.8,0.6,4,1.320606,-22.948711,-43.057611
-43.0336579999999,-22.945389,488,983,00RJ22JM0300,2021,RJ,INEA,Rio João Mendes,1,6,3.7,1.8,5.6,1.56333,-22.945389,-43.033658
-43.1700079999999,-22.944919,489,984,02RJ10GN0025,2021,RJ,INEA,Baía de Guanabara,3,7,8.485714,3.8,11,2.443651,-22.944919,-43.170008
-51.3199999999999,-22.9399999999999,490,988,64515920,2021,PR,Águas Paraná,Rio Vermelho,1,4,8.4375,8,9.17,0.559665,-22.94,-51.32
-46.933611,-22.937778,491,992,ATIB02035,2021,SP,CETESB,Rio Atibaia,1,7,7.965714,6.99,9.6,0.878538,-22.937778,-46.933611
-43.382597,-22.9358829999999,492,993,01RJ20GN0400,2021,RJ,INEA,Rio Guerenguê,1,6,0.966667,0,2,0.686052,-22.935883,-43.382597
-43.136389,-22.9358329999999,493,994,02RJ10GN0306,2021,RJ,INEA,Baía de Guanabara,3,7,7.657143,4.4,11,2.174747,-22.935833,-43.136389
-47.1625,-22.9358,494,996,PIÇA04850,2021,SP,CETESB,Rio do Piçarrão,1,6,5.716667,5,6.1,0.486484,-22.9358,-47.1625
-43.1242799999999,-22.93064,495,1001,BS062,2021,MG,IGAM,Rio Paraíba do Sul,1,8,7.0625,5,8.3,1.131292,-22.93064,-43.12428
-43.1333329999999,-22.9299999999999,496,1002,02RJ10GN0064,2021,RJ,INEA,Baía de Guanabara,3,7,7.428571,3.8,12,2.520393,-22.93,-43.133333
-46.424167,-22.9277779999999,497,1006,JARI00800,2021,SP,CETESB,Reservatório Jaguari - UGRHI 05,2,8,8.56875,7.62,9.63,0.573247,-22.927778,-46.424167
-43.370936,-22.925922,498,1007,01RJ20GR0140,2021,RJ,INEA,Rio Grande,1,6,2.633333,0.8,4,1.280104,-22.925922,-43.370936
-47.7418999999999,-22.9225,499,1009,,2021,SP,,,2,4,6.125,4,7.6,1.783956,-22.9225,-47.7419
-43.113056,-22.921667,500,1011,02RJ10GN0024,2021,RJ,INEA,Baía de Guanabara,3,7,7.628571,4.4,9.6,1.930211,-22.921667,-43.113056
-43.1644919999999,-22.9204329999999,501,1013,02RJ10GN0034,2021,RJ,INEA,Baía de Guanabara,3,7,6.628571,4.8,8.6,1.710472,-22.920433,-43.164492
-43.419072,-22.918239,502,1017,01RJ20GR0144,2021,RJ,INEA,Rio Grande,1,6,6.7,4.4,7.8,1.294604,-22.918239,-43.419072
-46.960833,-22.914722,503,1021,PINO03900,2021,SP,CETESB,Ribeirão Pinheiros,1,7,3.147143,1.8,4.67,1.017099,-22.914722,-46.960833
-48.4467,-22.9125,504,1026,LAVP03055,2021,SP,CETESB,Ribeirão Lavapés - UGHRI 10,1,5,6.98,5.9,8.1,0.816701,-22.9125,-48.4467
-45.470278,-22.911667,505,1029,PARB02530,2021,SP,CETESB,Rio Paraíba do Sul,1,5,5.78,5.3,6.3,0.370135,-22.911667,-45.470278
-46.5436109999999,-22.908333,506,1033,JAGR02010,2021,SP,CETESB,Rio Jaguari - UGRHI 05,1,8,2.78,1.2,5.36,1.531302,-22.908333,-46.543611
-43.118889,-22.908333,507,1034,02RJ10GN0047,2021,RJ,INEA,Baía de Guanabara,3,7,8.342857,3.6,13,3.076176,-22.908333,-43.118889
-46.973889,-22.905,508,1039,ATIB02065,2021,SP,CETESB,Rio Atibaia,1,8,7.975,7.21,9.4,0.779102,-22.905,-46.973889
-49.6191669999999,-22.904167,509,1040,PADO02500,2021,SP,CETESB,Rio Pardo - UGRHI 17,1,6,9.1,7.9,11,1.19499,-22.904167,-49.619167
-49.9893999999999,-22.8860999999999,510,1051,NOSG02500,2021,SP,CETESB,Braço do Rio Novo- UGRHI 17,2,7,7.528571,6,9.8,1.363469,-22.8861,-49.9894
-43.15,-22.8858329999999,511,1052,02RJ10GN0063,2021,RJ,INEA,Baía de Guanabara,3,7,7.914286,2,11.8,3.378081,-22.885833,-43.15
-46.391111,-22.881389,512,1056,JAGR00002,2021,SP,CETESB,Rio Jaguari - UGRHI 05,1,8,7.30125,5.6,8.4,1.014684,-22.881389,-46.391111
-46.39111,-22.8808299999999,513,1057,PJ001,2021,MG,IGAM,Rio Jaguari,1,6,7.283333,4.8,9.1,1.594261,-22.88083,-46.39111
-42.3925139999999,-22.8806749999999,514,1058,00RJ25MO0000,2021,RJ,INEA,Rio das Moças,1,6,1.166667,0,2.8,1.076414,-22.880675,-42.392514
-49.239722,-22.878611,515,1061,PADO02400,2021,SP,CETESB,Rio Pardo - UGRHI 17,1,6,7.683333,6.7,8.6,0.872735,-22.878611,-49.239722
-43.1991669999999,-22.877778,516,1062,02RJ10GN0022,2021,RJ,INEA,Baía de Guanabara,3,7,8.914286,0,20,6.292702,-22.877778,-43.199167
-46.607222,-22.8774999999999,517,1064,JAGR02100,2021,SP,CETESB,Rio Jaguari - UGRHI 05,1,6,1.268333,0.5,2.8,0.78868,-22.8775,-46.607222
-45.5821999999999,-22.8753,518,1067,UAMA00600,2021,SP,CETESB,Rio Piracuama,1,8,8.1375,6.4,9.7,1.018314,-22.8753,-45.5822
-43.223333,-22.868333,519,1075,02RJ10GN0050,2021,RJ,INEA,Baía de Guanabara,3,7,0.457143,0,2.6,0.971008,-22.868333,-43.223333
-42.288753,-22.867811,520,1077,00RJ25SL0000,2021,RJ,INEA,Rio Salgado,1,6,1,0,1.6,0.60663,-22.867811,-42.288753
-42.3365689999999,-22.8647999999999,521,1080,00RJ25MT0000,2021,RJ,INEA,Rio Mataruna,1,6,3.8,0,11,4.544887,-22.8648,-42.336569
-52.0780559999999,-22.8569439999999,522,1083,64550000,2021,PR,Águas Paraná,Rio Pirapó,1,4,8.76,8.19,9,0.386523,-22.856944,-52.078056
-43.1341669999999,-22.8477779999999,523,1087,02RJ10GN0026,2021,RJ,INEA,Baía de Guanabara,3,7,8.771429,3.4,11.8,3.042868,-22.847778,-43.134167
-45.2344439999999,-22.844444,524,1088,PARB02600,2021,SP,CETESB,Rio Paraíba do Sul,1,8,4.9,3.5,6.3,1.132633,-22.844444,-45.234444
-47.2531,-22.8416999999999,525,1089,JCBA02950,2021,SP,CETESB,Ribeirão Jacuba,1,4,6.575,5.8,7.7,0.801561,-22.8417,-47.2531
-46.30639,-22.84028,526,1090,PJ024,2021,MG,IGAM,Rio Jaguari,1,8,7.4,5,8.9,1.277274,-22.84028,-46.30639
-42.1388889999999,-22.837308,527,1093,00RJ25PI0000,2021,RJ,INEA,Rio Piripiri,1,5,5.72,0.4,13,5.545449,-22.837308,-42.138889
-43.229844,-22.835833,528,1094,02RJ10GN0043,2021,RJ,INEA,Baía de Guanabara,3,6,9.533333,4.6,13,3.556778,-22.835833,-43.229844
-46.12333,-22.8313899999999,529,1095,PJ021,2021,MG,IGAM,Rio Jaguari,1,8,7.1375,3.6,9.2,1.686024,-22.83139,-46.12333
-43.2608329999999,-22.8283329999999,530,1096,02RJ10GN0048,2021,RJ,INEA,Baía de Guanabara,3,6,10.266667,1.8,17.6,6.547875,-22.828333,-43.260833
-45.680833,-22.8266669999999,531,1097,PRAT02400,2021,SP,CETESB,Rio da Prata,1,5,6.74,5.2,8.1,1.057355,-22.826667,-45.680833
-47.1566999999999,-22.8206,532,1103,QUIL03030,2021,SP,CETESB,Ribeirão Quilombo,1,4,0.675,0.5,1,0.236291,-22.8206,-47.1567
-47.198611,-22.818611,533,1105,QUIL03200,2021,SP,CETESB,Ribeirão Quilombo,1,4,0.575,0.5,0.7,0.095743,-22.818611,-47.198611
-43.149175,-22.817419,534,1107,02RJ10GN0062,2021,RJ,INEA,Baía de Guanabara,3,7,11.342857,7.6,14,2.470396,-22.817419,-43.149175
-50.316111,-22.8166669999999,535,1108,PARI02700,2021,SP,CETESB,Rio do Pari,1,6,7.483333,6.7,8.6,0.861201,-22.816667,-50.316111
-47.173333,-22.8108329999999,536,1110,TIJU02900,2021,SP,CETESB,Ribeirão Tijuco Preto,1,4,0.675,0.5,1.1,0.287228,-22.810833,-47.173333
-43.627286,-22.8093689999999,537,1111,00RJ12GN0200,2021,RJ,INEA,Rio Guandu,2,27,7.474074,5.6,11,1.032023,-22.809369,-43.627286
-47.2805999999999,-22.8038999999999,538,1113,QUIL03500,2021,SP,CETESB,Ribeirão Quilombo,1,4,1.2,0.7,1.9,0.509902,-22.8039,-47.2806
-43.269444,-22.797222,539,1118,02RJ10GN0040,2021,RJ,INEA,Baía de Guanabara,3,6,8.366667,3.2,18.6,5.355247,-22.797222,-43.269444
-43.591486,-22.7877809999999,540,1122,,2021,RJ,,,1,9,0.533333,0,1.8,0.640312,-22.787781,-43.591486
-45.212778,-22.783333,541,1124,GUAT02800,2021,SP,CETESB,Rio Guaratingueta,1,7,7.042857,6,8.3,0.83438,-22.783333,-45.212778
-43.5967029999999,-22.782836,542,1126,,2021,RJ,,,1,9,0.622222,0,2,0.666667,-22.782836,-43.596703
-43.230556,-22.775,543,1128,02RJ10GN0020,2021,RJ,INEA,Baía de Guanabara,3,6,13.066667,7.2,20.2,4.908224,-22.775,-43.230556
-43.1083419999999,-22.772419,544,1129,02RJ10GN0061,2021,RJ,INEA,Baía de Guanabara,3,7,11.485714,9.4,14,1.599405,-22.772419,-43.108342
-47.1,-22.7655559999999,545,1130,NUMA04900,2021,SP,CETESB,Ribeirão Anhumas,1,7,4.888571,3.68,6.27,1.033867,-22.765556,-47.1
-46.22639,-22.7633299999999,546,1131,PJ009,2021,MG,IGAM,Rio Camanducaia,1,8,7.175,4.4,8.8,1.416989,-22.76333,-46.22639
-46.15194,-22.7630599999999,547,1133,PJ006,2021,MG,IGAM,Rio Camanducaia,1,8,6.5625,4.4,7.9,1.135074,-22.76306,-46.15194
-43.2333419999999,-22.761586,548,1135,02RJ10GN0044,2021,RJ,INEA,Baía de Guanabara,3,7,10.085714,4,20.2,5.158627,-22.761586,-43.233342
-47.173333,-22.761389,549,1136,ATIB02800,2021,SP,CETESB,Rio Atibaia,1,8,5.9275,4.42,6.9,0.975716,-22.761389,-47.173333
-43.615831,-22.7597689999999,550,1137,00RJ12QM0270,2021,RJ,INEA,Rio Queimados,1,18,1.044444,0,7.2,1.847804,-22.759769,-43.615831
-47.110833,-22.756944,551,1138,ATIB02300,2021,SP,CETESB,Rio Atibaia,1,6,6.83,6.1,8,0.786155,-22.756944,-47.110833
-46.365,-22.7544399999999,552,1139,PJ015,2021,MG,IGAM,Rio do Guardinha,1,8,7.325,4.9,8.8,1.268013,-22.75444,-46.365
-43.163889,-22.747222,553,1140,02RJ10GN0042,2021,RJ,INEA,Baía de Guanabara,3,7,11.685714,8,14,2.40238,-22.747222,-43.163889
-46.897778,-22.7466669999999,554,1141,JAGR02200,2021,SP,CETESB,Rio Jaguari - UGRHI 05,1,4,7.17,6.85,7.73,0.404063,-22.746667,-46.897778
-46.39194,-22.7441699999999,555,1144,PJ018,2021,MG,IGAM,Rio do Guardinha,1,8,6.6375,3.4,8.1,1.532447,-22.74417,-46.39194
-47.4144439999999,-22.735833,556,1146,TOLE03750,2021,SP,CETESB,Ribeirão dos Toledos,1,6,3.15,2,3.8,0.656506,-22.735833,-47.414444
-45.5717,-22.7341999999999,557,1147,PDIZ00700,2021,SP,CETESB,Ribeirão das Perdizes,1,8,7.45,5.8,8.8,0.938083,-22.7342,-45.5717
-43.592544,-22.7303669999999,558,1149,00RJ12QM0271,2021,RJ,INEA,Rio Queimados,1,18,0.544444,0,2.6,0.678426,-22.730367,-43.592544
-43.629519,-22.729258,559,1150,00RJ12PO0290,2021,RJ,INEA,Rio dos Poços,1,18,1.5,0.8,2.4,0.505266,-22.729258,-43.629519
-47.5282999999999,-22.7255999999999,560,1153,TJCO03750,2021,SP,,,1,4,4.3,1,6.7,2.387467,-22.7256,-47.5283
-43.11465,-22.7246499999999,561,1155,02RJ10GN0000,2021,RJ,INEA,Baía de Guanabara,3,7,12.914286,9.2,16,2.58162,-22.72465,-43.11465
-46.624444,-22.7244439999999,562,1156,CMDC02050,2021,SP,CETESB,Rio Camanducaia,1,5,7.214,6.38,8.5,0.844026,-22.724444,-46.624444
-52.278611,-22.7230559999999,563,1157,64565500,2021,PR,ANA,Ribeirão do Diabo,1,4,8.5225,8,9,0.41492,-22.723056,-52.278611
-43.082508,-22.7182529999999,564,1158,02RJ10GN0060,2021,RJ,INEA,Baía de Guanabara,3,7,13.542857,7.6,20,4.586523,-22.718253,-43.082508
-53.1799999999999,-22.7175,565,1160,64575003,2021,PR,Águas Paraná,Informação não disponível,1,4,7.04,6,8,1.062105,-22.7175,-53.18
-45.5599999999999,-22.716111,566,1161,SAGU02050,2021,SP,CETESB,Rio Sapucaí Guaçu,1,6,6.233333,4.5,8.4,1.44037,-22.716111,-45.56
-47.2671999999999,-22.7161,567,1162,ATSG02800,2021,SP,CETESB,Reservatório de Salto Grande (UGRHI 05),2,6,10.116667,4.82,17.55,4.449358,-22.7161,-47.2672
-47.3338889999999,-22.714444,568,1163,QUIL03900,2021,SP,CETESB,Ribeirão Quilombo,1,8,7.3125,4.6,8.5,1.210003,-22.714444,-47.333889
-47.649444,-22.7122219999999,569,1166,PCAB02220,2021,SP,CETESB,Rio Piracicaba,1,8,4.2875,1.8,6.3,1.353765,-22.712222,-47.649444
-46.9713889999999,-22.7122219999999,570,1167,JAGR02300,2021,SP,CETESB,Rio Jaguari - UGRHI 05,1,6,5.348333,2.91,7.2,1.509933,-22.712222,-46.971389
-47.322778,-22.710833,571,1169,PCAB02100,2021,SP,CETESB,Rio Piracicaba,1,8,4.95,3.8,6.2,0.8,-22.710833,-47.322778
-46.4572199999999,-22.70667,572,1171,PJ012,2021,MG,IGAM,Rio do Guardinha,1,8,6.85,4.7,8.3,1.251285,-22.70667,-46.45722
-45.93722,-22.70528,573,1172,PJ003,2021,MG,IGAM,Rio Camanducaia,1,8,7.5125,5,9.1,1.354819,-22.70528,-45.93722
-46.6949999999999,-22.7047219999999,574,1173,CMDC02100,2021,SP,CETESB,Rio Camanducaia,1,4,8.045,7.65,8.6,0.453615,-22.704722,-46.695
-45.1194439999999,-22.7033329999999,575,1175,PARB02700,2021,SP,CETESB,Rio Paraíba do Sul,1,4,5.275,3.9,6.4,1.220314,-22.703333,-45.119444
-46.749444,-22.7024999999999,576,1177,CMDC02300,2021,SP,CETESB,Rio Camanducaia,1,4,7.2325,5.12,8.1,1.418717,-22.7025,-46.749444
-47.629444,-22.6991669999999,577,1178,PIMI02900,2021,SP,CETESB,Ribeirão Piracicamirim,1,4,6.575,6.3,7.3,0.485627,-22.699167,-47.629444
-47.151944,-22.698889,578,1179,JAGR02500,2021,SP,CETESB,Rio Jaguari - UGRHI 05,1,6,5.223333,4.34,6.53,0.812912,-22.698889,-47.151944
-47.290833,-22.6983329999999,579,1180,ATIB02900,2021,SP,CETESB,Rio Atibaia,1,7,7.297143,3.1,9.5,2.335242,-22.698333,-47.290833
-47.387222,-22.6974999999999,580,1181,PCAB02135,2021,SP,CETESB,Rio Piracicaba,1,6,2.883333,1.6,5.1,1.495883,-22.6975,-47.387222
-47.6719439999999,-22.695556,581,1182,PCAB02300,2021,SP,CETESB,Rio Piracicaba,1,4,7.125,6.3,7.8,0.699405,-22.695556,-47.671944
-45.505278,-22.693611,582,1183,SAGU02250,2021,SP,CETESB,Rio Sapucaí Guaçu,1,8,6.8875,5.2,8.2,0.907803,-22.693611,-45.505278
-43.784286,-22.692153,583,1184,00RJ12LG0351,2021,RJ,INEA,Ribeirão das Lages,1,18,7.144444,6.2,8.2,0.530507,-22.692153,-43.784286
-47.7775,-22.691944,584,1185,PCAB02800,2021,SP,CETESB,Rio Piracicaba,1,8,4.3375,3,6.9,1.23281,-22.691944,-47.7775
-46.8808329999999,-22.6891669999999,585,1186,CMDC02400,2021,SP,CETESB,Rio Camanducaia,1,8,5.765,2.2,7.95,1.918958,-22.689167,-46.880833
-47.582778,-22.688889,586,1187,PCAB02192,2021,SP,CETESB,Rio Piracicaba,1,6,4.283333,3,5.7,1.096206,-22.688889,-47.582778
-45.735,-22.686111,587,1188,SAMI02200,2021,SP,CETESB,Rio Sapucaí-Mirim,1,5,7.42,6.6,8.2,0.782304,-22.686111,-45.735
-43.8166639999999,-22.682353,588,1192,00RJ12LG0350,2021,RJ,INEA,Ribeirão das Lages,1,18,7.411111,6.4,9.6,0.921564,-22.682353,-43.816664
-47.6752999999999,-22.6792,589,1194,CRUM02850,2021,SP,CETESB,Rio Corumbataí,1,4,6.225,5.6,6.6,0.478714,-22.6792,-47.6753
-48.2516669999999,-22.678056,590,1195,TIBT02500,2021,SP,CETESB,Braço do Rio Tiete,2,4,8.6,2.7,13.8,4.701064,-22.678056,-48.251667
-47.277778,-22.6622219999999,591,1200,JAGR02800,2021,SP,CETESB,Rio Jaguari - UGRHI 05,1,8,3.75,1.3,7.1,2.012106,-22.662222,-47.277778
-47.003056,-22.661667,592,1201,CMDC02900,2021,SP,CETESB,Rio Camanducaia,1,5,6.06,5,6.83,0.678933,-22.661667,-47.003056
-51.3883329999999,-22.6611109999999,593,1202,PARP02750,2021,SP,CETESB,Rio Paranapanema,1,7,7.585714,6.8,9,0.859125,-22.661111,-51.388333
-47.3525,-22.66,594,1203,TATU04850,2021,SP,CETESB,Ribeirão Tatu,1,6,5.966667,2.1,7.4,1.996664,-22.66,-47.3525
-47.275833,-22.6597219999999,595,1205,PIAL02900,2021,SP,CETESB,Ribeirão do Pinhal,1,6,5.65,2.6,8.3,2.104994,-22.659722,-47.275833
-47.209444,-22.6575,596,1209,TREB02950,2021,SP,CETESB,Ribeirão Três Barras,1,6,1.583333,0.4,4.9,1.808222,-22.6575,-47.209444
-43.6642189999999,-22.6571999999999,597,1210,00RJ12GN0201,2021,RJ,INEA,Rio Guandu,1,18,8.277778,7.2,9.8,0.803343,-22.6572,-43.664219
-43.622989,-22.6424969999999,598,1214,00RJ12SP0310,2021,RJ,INEA,Rio São Pedro,1,18,7.611111,6.4,9,0.641587,-22.642497,-43.622989
-43.6681809999999,-22.637142,599,1215,00RJ12SN0331,2021,RJ,INEA,Rio Santana,1,18,8.522222,7.2,11,0.977726,-22.637142,-43.668181
-47.682778,-22.633611,600,1216,CRUM02500,2021,SP,CETESB,Rio Corumbataí,1,8,6.9125,5.7,8.1,0.82191,-22.633611,-47.682778
-48.174167,-22.628889,601,1217,PCBP02500,2021,SP,CETESB,Braço do Rio Piracicaba,2,4,9.475,4.9,12.7,3.280625,-22.628889,-48.174167
-43.703344,-22.628125,602,1218,00RJ12MC0410,2021,RJ,INEA,Rio Macaco,1,18,3.2,2.2,5,0.797053,-22.628125,-43.703344
-50.683889,-22.6219439999999,603,1220,PIVR02700,2021,SP,CETESB,Rio da Capivara - UGRHI 17,1,6,7.45,6.2,8.3,0.811788,-22.621944,-50.683889
-48.3477779999999,-22.6127779999999,604,1221,TIBB02100,2021,SP,CETESB,Reservatório de Barra Bonita,2,4,7.8125,1.23,18.67,7.937642,-22.612778,-48.347778
-45.0099999999999,-22.6019439999999,605,1222,PQTE02800,2021,SP,CETESB,Rio Piquete,1,5,7.36,6.4,8.6,0.86487,-22.601944,-45.01
-52.874444,-22.5972219999999,606,1223,PARP02900,2021,SP,CETESB,Rio Paranapanema,1,7,7.528571,6.5,8.6,0.830089,-22.597222,-52.874444
-48.803889,-22.596944,607,1224,LENS02500,2021,SP,CETESB,Rio Lençóis,1,6,6.666667,5.7,8.2,0.924482,-22.596944,-48.803889
-44.9711,-22.5957999999999,608,1225,PARB02800,2021,SP,CETESB,Rio Paraíba do Sul,1,5,5.84,4.7,7,1.045466,-22.5958,-44.9711
-46.5169,-22.5957999999999,609,1226,PEXE02100,2021,SP,CETESB,Rio do Peixe-UGRHI 9,1,5,8.968,8.27,9.88,0.771505,-22.5958,-46.5169
-47.683611,-22.5813889999999,610,1228,CRUM02300,2021,SP,CETESB,Rio Corumbataí,1,4,6.575,6.2,7,0.330404,-22.581389,-47.683611
-44.9533329999999,-22.5683329999999,611,1229,PONT04950,2021,SP,CETESB,Córrego do Pontilhão ou Barrinha,1,5,2.08,0.5,3.1,1.068644,-22.568333,-44.953333
-44.949722,-22.5658329999999,612,1230,ALIM02950,2021,SP,CETESB,Ribeirão da Água Limpa,1,5,4.44,3.2,5.9,1.092245,-22.565833,-44.949722
-44.9127779999999,-22.5633329999999,613,1233,JACU02900,2021,SP,CETESB,Rio Jacu,1,7,7.6,7.2,8.6,0.553775,-22.563333,-44.912778
-48.4466669999999,-22.544167,614,1236,TIBB02700,2021,SP,CETESB,Reservatório de Barra Bonita,2,7,7.57,2,17.4,4.736887,-22.544167,-48.446667
-44.7738889999999,-22.542222,615,1237,PARB02900,2021,SP,CETESB,Rio Paraíba do Sul,1,8,6,4.5,8,1.122497,-22.542222,-44.773889
-50.9080559999999,-22.5322219999999,616,1239,PIVI02850,2021,SP,CETESB,Ribeirão Capivari - UGRHI 17,1,6,7.95,6.8,9.3,1.001499,-22.532222,-50.908056
-44.5684939999999,-22.529033,617,1240,00RJ02PS0410,2021,RJ,INEA,Rio Paraíba do Sul,2,7,4.885714,2,9,2.119299,-22.529033,-44.568494
-44.5665779999999,-22.5287529999999,618,1241,01RJ02FN0150,2021,RJ,INEA,Reservatório de Funil,2,7,9.828571,7.6,12,1.434938,-22.528753,-44.566578
-44.1899529999999,-22.525772,619,1243,00RJ02PS0418,2021,RJ,INEA,Rio Paraíba do Sul,1,6,6.766667,6,7.4,0.557375,-22.525772,-44.189953
-44.7251029999999,-22.525269,620,1244,01RJ02FN0130,2021,RJ,INEA,Reservatório de Funil – Queluz.,2,7,6.828571,5,12,2.387268,-22.525269,-44.725103
-52.0175,-22.524444,621,1245,PIZI02900,2021,SP,CETESB,Rio Pirapozinho,1,4,6.875,5.7,8.6,1.320038,-22.524444,-52.0175
-44.133203,-22.5199689999999,622,1246,00RJ02PS0419,2021,RJ,INEA,Rio Paraíba do Sul,1,6,6.666667,5.8,7.4,0.640833,-22.519969,-44.133203
-45.40219,-22.51597,623,1250,BG039,2021,MG,IGAM,Rio Sapucaí,1,8,8.075,5.6,9.9,1.588126,-22.51597,-45.40219
-47.623889,-22.5149999999999,624,1251,CRUM02200,2021,SP,CETESB,Rio Corumbataí,1,6,6.466667,4.9,7.4,0.893682,-22.515,-47.623889
-48.5461109999999,-22.507222,625,1253,TIET02500,2021,SP,CETESB,Rio Tietê,1,6,3.605,1.9,5.54,1.469935,-22.507222,-48.546111
-48.622222,-22.504444,626,1254,LENS03950,2021,SP,CETESB,Rio Lençóis,1,5,7.02,6.2,7.8,0.697854,-22.504444,-48.622222
-43.9345779999999,-22.4990309999999,627,1256,00RJ02PS0423,2021,RJ,INEA,Informação não disponível,1,6,6.033333,4,7,1.098484,-22.499031,-43.934578
-43.8391809999999,-22.482231,628,1259,01RJ02SC0200,2021,RJ,INEA,Represa de Santa Cecília,2,7,6.2,5.4,7.6,0.748331,-22.482231,-43.839181
-47.5863889999999,-22.4794439999999,629,1260,LARO02900,2021,SP,CETESB,Rio Claro - UGRHI 05,1,4,6.725,5.8,7.3,0.65,-22.479444,-47.586389
-44.0630189999999,-22.47845,630,1261,00RJ02PS0421,2021,RJ,INEA,Rio Paraíba do Sul,1,6,6.2,3.8,7,1.21326,-22.47845,-44.063019
-52.9572219999999,-22.476667,631,1262,PARN02900,2021,SP,CETESB,Rio Paraná,2,7,7.9,6.6,8.5,0.6733,-22.476667,-52.957222
-44.4479249999999,-22.466897,632,1264,00RJ02PS0413,2021,RJ,INEA,Rio Paraíba do Sul,1,6,4.6,3.6,5.4,0.769415,-22.466897,-44.447925
-43.827594,-22.464981,633,1265,00RJ02PS0425,2021,RJ,INEA,Rio Paraíba do Sul,1,6,6.766667,6.6,7,0.196638,-22.464981,-43.827594
-47.52,-22.452778,634,1267,GERT02500,2021,SP,CETESB,Córrego Santa Gertrudes,1,6,7.3,6.5,8.8,0.831865,-22.452778,-47.52
-46.36689,-22.45242,635,1268,BG083,2021,MG,IGAM,Rio das Antas,1,8,7.0125,5,8.7,1.386092,-22.45242,-46.36689
-44.300378,-22.4504689999999,636,1269,00RJ02PS0415,2021,RJ,INEA,Rio Paraíba do Sul,1,6,6.5,4.6,11,2.275961,-22.450469,-44.300378
-47.5402779999999,-22.409167,637,1274,LARO02500,2021,SP,CETESB,Rio Claro - UGRHI 05,1,6,6.1,5.2,7.4,0.853229,-22.409167,-47.540278
-46.8397219999999,-22.406111,638,1276,ENHA02900,2021,SP,CETESB,Ribeirão da Penha,1,5,4.81,1.98,6.73,1.823499,-22.406111,-46.839722
-46.846667,-22.398333,639,1280,PEXE02950,2021,SP,CETESB,Rio do Peixe-UGRHI 9,1,5,7.014,6.11,7.95,0.743794,-22.398333,-46.846667
-46.971944,-22.394444,640,1282,MOMI03800,2021,SP,CETESB,Rio Mogi Mirim,1,6,5.48,3.59,6.85,1.082257,-22.394444,-46.971944
-49.1152779999999,-22.3808329999999,641,1286,BATA02050,2021,SP,CETESB,Rio Batalha,1,6,4.95,2.6,7.1,1.607171,-22.380833,-49.115278
-46.8997219999999,-22.3783329999999,642,1287,MOCA02990,2021,SP,CETESB,Reservatório Cachoeira de Cima,2,5,4.19,1.87,5.61,1.559695,-22.378333,-46.899722
-46.9697219999999,-22.3636109999999,643,1289,MOGU02160,2021,SP,CETESB,Rio Mogi-Guaçu,1,5,5.826,4.55,7.09,1.142817,-22.363611,-46.969722
-45.55242,-22.36058,644,1291,BG041,2021,MG,IGAM,Rio Sapucaí,1,8,6.0875,4,7.9,1.465252,-22.36058,-45.55242
-47.1819439999999,-22.354167,645,1293,ERAZ02700,2021,SP,CETESB,Ribeirão Ferraz,1,4,7.1175,6.09,8.79,1.191564,-22.354167,-47.181944
-47.3491999999999,-22.3511,646,1294,ARAS03400,2021,SP,,,1,4,5.6825,4.71,7.21,1.124615,-22.3511,-47.3492
-44.90539,-22.3266899999999,647,1303,BG025,2021,MG,IGAM,Rio Verde (GD4),1,8,8.325,6,9.1,1.025044,-22.32669,-44.90539
-47.558889,-22.324722,648,1304,CRUM02080,2021,SP,CETESB,Rio Corumbataí,1,5,7.18,6.1,8.6,0.923038,-22.324722,-47.558889
-50.0225,-22.3191669999999,649,1306,ARPE02800,2021,SP,CETESB,Reservatório do Arrependido,2,6,5.9,2.9,9.4,2.640455,-22.319167,-50.0225
